track_name,track_add_date,track_add_time,multiple_artists_bool,name_of_artists,album_name,album_release_date,album_release_date_precision,number_of_tracks_in_album,position_in_playlist,track_duration_ms,track_popularity,track_explicit,images_path,data_collection_date
Mockingbird,2023-04-02,09:59:23,False,['Eminem'],Encore (Deluxe Version),2004-11-12,day,23,42,250760,91,True,./images/mockingbird_eminem.jpg,2023-04-02
Players,2023-04-02,09:59:23,False,['Coi Leray'],Players,2022-11-30,day,1,43,139560,92,True,./images/players_coi_leray.jpg,2023-04-02
Rara Vez,2023-04-02,09:59:23,True,"['Taiu', 'Milo j']",Rara Vez,2023-02-08,day,1,44,128677,89,False,./images/rara_vez_taiu.jpg,2023-04-02
El Gordo Trae El Mando,2023-04-02,09:59:23,False,['Chino Pacas'],El Gordo Trae El Mando,2023-01-27,day,1,45,112087,89,True,./images/el_gordo_trae_el_mando_chino_pacas.jpg,2023-04-02
Ch y la Pizza,2023-04-02,09:59:23,True,"['Fuerza Regida', 'Natanael Cano']",Pa Que Hablen,2022-12-30,day,13,46,136913,83,True,./images/ch_y_la_pizza_fuerza_regida.jpg,2023-04-02
Shorty Party,2023-04-02,09:59:23,True,"['Cartel De Santa', 'La Kelly']",Shorty Party,2023-03-04,day,1,47,265000,90,True,./images/shorty_party_cartel_de_santa.jpg,2023-04-02
CHORRITO PA LAS ANIMAS,2023-04-02,09:59:23,False,['Feid'],SIXDO,2022-12-02,day,6,48,168133,91,True,./images/chorrito_pa_las_animas_feid.jpg,2023-04-02
Fin de Semana,2023-04-02,09:59:23,True,"['Oscar Maydon', 'Junior H']",Fin de Semana,2023-01-13,day,1,49,224920,90,False,./images/fin_de_semana_oscar_maydon.jpg,2023-04-02
Me Porto Bonito,2023-04-02,09:59:23,True,"['Bad Bunny', 'Chencho Corleone']",Un Verano Sin Ti,2022-05-06,day,23,50,178567,91,True,./images/me_porto_bonito_bad_bunny.jpg,2023-04-02
Flowers,2023-04-03,09:54:28,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,1,200600,88,False,./images/flowers_miley_cyrus.jpg,2023-04-03
Ella Baila Sola,2023-04-03,09:54:28,True,"['Eslabon Armado', 'Peso Pluma']",Ella Baila Sola,2023-03-16,day,1,2,165671,92,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-04-03
Kill Bill,2023-04-03,09:54:28,False,['SZA'],SOS,2022-12-08,day,23,3,153946,95,False,./images/kill_bill_sza.jpg,2023-04-03
TQG,2023-04-03,09:54:28,True,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,day,17,4,197933,97,True,./images/tqg_karol_g.jpg,2023-04-03
BESO,2023-04-03,09:54:28,True,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,day,3,5,194543,90,False,./images/beso_rosala.jpg,2023-04-03
Boy's a liar Pt. 2,2023-04-03,09:54:28,True,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2023-02-03,day,2,6,131013,97,False,./images/boys_a_liar_pt_2_pinkpantheress.jpg,2023-04-03
La Bebe - Remix,2023-04-03,09:54:28,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,7,234352,89,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-04-03
As It Was,2023-04-03,09:54:28,False,['Harry Styles'],Harry's House,2022-05-20,day,13,8,167303,91,False,./images/as_it_was_harry_styles.jpg,2023-04-03
Die For You (with Ariana Grande) - Remix,2023-04-03,09:54:28,True,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,day,21,9,232857,82,False,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,2023-04-03
FLOWER,2023-04-03,09:54:28,False,['JISOO'],ME,2023-03-31,day,2,10,173134,76,False,./images/flower_jisoo.jpg,2023-04-03
Creepin' (with The Weeknd & 21 Savage),2023-04-03,09:54:28,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,11,221520,96,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-04-03
Yandel 150,2023-04-03,09:54:28,True,"['Yandel', 'Feid']",Resistencia,2023-01-13,day,17,12,216148,89,True,./images/yandel_150_yandel.jpg,2023-04-03
"Shakira: Bzrp Music Sessions, Vol. 53",2023-04-03,09:54:28,True,"['Bizarrap', 'Shakira']","Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,day,1,13,214945,97,False,./images/shakira_bzrp_music_sessions_vol_53_bizarrap.jpg,2023-04-03
Calm Down (with Selena Gomez),2023-04-03,09:54:28,True,"['Rema', 'Selena Gomez']",Calm Down (with Selena Gomez),2022-08-25,day,1,14,239317,95,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-04-03
Like Crazy,2023-04-03,09:54:28,False,['Jimin'],FACE,2023-03-24,day,6,15,212241,88,False,./images/like_crazy_jimin.jpg,2023-04-03
Cupid - Twin Ver.,2023-04-03,09:54:28,False,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,day,3,16,174253,31,False,./images/cupid_twin_ver_fifty_fifty.jpg,2023-04-03
PRC,2023-04-03,09:54:28,True,"['Peso Pluma', 'Natanael Cano']",PRC,2023-01-23,day,1,17,184066,92,True,./images/prc_peso_pluma.jpg,2023-04-03
AMG,2023-04-03,09:54:28,True,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']",AMG,2022-11-24,day,1,18,174942,92,True,./images/amg_natanael_cano.jpg,2023-04-03
Anti-Hero,2023-04-03,09:54:28,False,['Taylor Swift'],Midnights,2022-10-21,day,13,19,200690,94,False,./images/antihero_taylor_swift.jpg,2023-04-03
Die For You,2023-04-03,09:54:28,False,['The Weeknd'],Starboy,2016-11-24,day,18,20,260253,90,False,./images/die_for_you_the_weeknd.jpg,2023-04-03
Unholy (feat. Kim Petras),2023-04-03,09:54:28,True,"['Sam Smith', 'Kim Petras']",Gloria,2023-01-27,day,13,21,156943,86,False,./images/unholy_feat_kim_petras_sam_smith.jpg,2023-04-03
Like Crazy (English Version),2023-04-03,09:54:28,False,['Jimin'],FACE,2023-03-24,day,6,22,212253,87,False,./images/like_crazy_english_version_jimin.jpg,2023-04-03
Last Night,2023-04-03,09:54:28,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,23,163854,87,True,./images/last_night_morgan_wallen.jpg,2023-04-03
La Bachata,2023-04-03,09:54:28,False,['Manuel Turizo'],2000,2023-03-17,day,15,24,162637,81,False,./images/la_bachata_manuel_turizo.jpg,2023-04-03
Here With Me,2023-04-03,09:54:28,False,['d4vd'],Here With Me,2022-09-22,day,1,25,242484,94,False,./images/here_with_me_d4vd.jpg,2023-04-03
I'm Good (Blue),2023-04-03,09:54:28,True,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,day,2,26,175238,94,True,./images/im_good_blue_david_guetta.jpg,2023-04-03
Coco Chanel,2023-04-03,09:54:28,True,"['Eladio Carrion', 'Bad Bunny']",3MEN2 KBRN,2023-03-17,day,18,27,208125,89,True,./images/coco_chanel_eladio_carrion.jpg,2023-04-03
Hey Mor,2023-04-03,09:54:28,True,"['Ozuna', 'Feid']",OzuTochi,2022-10-07,day,18,28,196600,91,False,./images/hey_mor_ozuna.jpg,2023-04-03
El Azul,2023-04-03,09:54:28,True,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,day,1,29,187225,89,True,./images/el_azul_junior_h.jpg,2023-04-03
I Wanna Be Yours,2023-04-03,09:54:28,False,['Arctic Monkeys'],AM,2013-09-09,day,12,30,183956,92,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-04-03
Until I Found You (with Em Beihold) - Em Beihold Version,2023-04-03,09:54:28,True,"['Stephen Sanchez', 'Em Beihold']",Until I Found You (Em Beihold Version),2022-04-22,day,1,31,176440,93,False,./images/until_i_found_you_with_em_beihold_em_beihold_version_stephen_sanchez.jpg,2023-04-03
golden hour,2023-04-03,09:54:28,False,['JVKE'],this is what ____ feels like (Vol. 1-4),2022-09-23,day,12,32,209259,90,False,./images/golden_hour_jvke.jpg,2023-04-03
Starboy,2023-04-03,09:54:28,True,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,day,18,33,230453,92,True,./images/starboy_the_weeknd.jpg,2023-04-03
Another Love,2023-04-03,09:54:28,False,['Tom Odell'],Long Way Down,2013-06-17,day,10,34,244360,62,True,./images/another_love_tom_odell.jpg,2023-04-03
OMG,2023-04-03,09:54:28,False,['NewJeans'],NewJeans 'OMG',2023-01-02,day,2,35,212253,93,False,./images/omg_newjeans.jpg,2023-04-03
"Quevedo: Bzrp Music Sessions, Vol. 52",2023-04-03,09:54:28,True,"['Bizarrap', 'Quevedo']","Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,day,1,36,198937,93,False,./images/quevedo_bzrp_music_sessions_vol_52_bizarrap.jpg,2023-04-03
I Ain't Worried,2023-04-03,09:54:28,False,['OneRepublic'],OneRepublic (Japan Paradise Tour Edition),2023-02-15,day,18,37,148120,52,False,./images/i_aint_worried_onerepublic.jpg,2023-04-03
Escapism.,2023-04-03,09:54:28,True,"['RAYE', '070 Shake']",My 21st Century Blues,2023-02-03,day,15,38,272373,81,True,./images/escapism_raye.jpg,2023-04-03
"Arcángel: Bzrp Music Sessions, Vol. 54",2023-04-03,09:54:28,True,"['Bizarrap', 'Arcángel']","Arcángel: Bzrp Music Sessions, Vol. 54",2023-03-22,day,1,39,223019,87,False,./images/arcngel_bzrp_music_sessions_vol_54_bizarrap.jpg,2023-04-03
Players,2023-04-03,09:54:28,False,['Coi Leray'],Players,2022-11-30,day,1,40,139560,92,True,./images/players_coi_leray.jpg,2023-04-03
Mockingbird,2023-04-03,09:54:28,False,['Eminem'],Encore (Deluxe Version),2004-11-12,day,23,41,250760,91,True,./images/mockingbird_eminem.jpg,2023-04-03
El Gordo Trae El Mando,2023-04-03,09:54:28,False,['Chino Pacas'],El Gordo Trae El Mando,2023-01-27,day,1,42,112087,89,True,./images/el_gordo_trae_el_mando_chino_pacas.jpg,2023-04-03
Feliz Cumpleaños Ferxxo,2023-04-03,09:54:28,False,['Feid'],FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2022-09-14,day,15,43,155960,89,False,./images/feliz_cumpleaos_ferxxo_feid.jpg,2023-04-03
La Jumpa,2023-04-03,09:54:28,True,"['Arcángel', 'Bad Bunny']",Sr. Santos,2022-12-01,day,18,44,255693,87,True,./images/la_jumpa_arcngel.jpg,2023-04-03
Ch y la Pizza,2023-04-03,09:54:28,True,"['Fuerza Regida', 'Natanael Cano']",Pa Que Hablen,2022-12-30,day,13,45,136913,83,True,./images/ch_y_la_pizza_fuerza_regida.jpg,2023-04-03
Rara Vez,2023-04-03,09:54:28,True,"['Taiu', 'Milo j']",Rara Vez,2023-02-08,day,1,46,128677,89,False,./images/rara_vez_taiu.jpg,2023-04-03
Set Me Free Pt.2,2023-04-03,09:54:28,False,['Jimin'],Set Me Free Pt.2,2023-03-17,day,1,47,200929,89,True,./images/set_me_free_pt2_jimin.jpg,2023-04-03
Snooze,2023-04-03,09:54:28,False,['SZA'],SOS,2022-12-09,day,23,48,201800,91,True,./images/snooze_sza.jpg,2023-04-03
Bones,2023-04-03,09:54:28,False,['Imagine Dragons'],Mercury - Acts 1 & 2,2022-07-01,day,32,49,165264,86,False,./images/bones_imagine_dragons.jpg,2023-04-03
Fin de Semana,2023-04-03,09:54:28,True,"['Oscar Maydon', 'Junior H']",Fin de Semana,2023-01-13,day,1,50,224920,90,False,./images/fin_de_semana_oscar_maydon.jpg,2023-04-03
Flowers,2023-04-04,09:55:43,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,1,200600,89,False,./images/flowers_miley_cyrus.jpg,2023-04-04
Kill Bill,2023-04-04,09:55:43,False,['SZA'],SOS,2022-12-08,day,23,2,153946,95,False,./images/kill_bill_sza.jpg,2023-04-04
Ella Baila Sola,2023-04-04,09:55:43,True,"['Eslabon Armado', 'Peso Pluma']",Ella Baila Sola,2023-03-16,day,1,3,165671,92,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-04-04
TQG,2023-04-04,09:55:43,True,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,day,17,4,197933,97,True,./images/tqg_karol_g.jpg,2023-04-04
BESO,2023-04-04,09:55:43,True,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,day,3,5,194543,90,False,./images/beso_rosala.jpg,2023-04-04
Boy's a liar Pt. 2,2023-04-04,09:55:43,True,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2023-02-03,day,2,6,131013,97,False,./images/boys_a_liar_pt_2_pinkpantheress.jpg,2023-04-04
As It Was,2023-04-04,09:55:43,False,['Harry Styles'],Harry's House,2022-05-20,day,13,7,167303,92,False,./images/as_it_was_harry_styles.jpg,2023-04-04
Die For You (with Ariana Grande) - Remix,2023-04-04,09:55:43,True,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,day,21,8,232857,83,False,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,2023-04-04
La Bebe - Remix,2023-04-04,09:55:43,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,9,234352,89,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-04-04
Creepin' (with The Weeknd & 21 Savage),2023-04-04,09:55:43,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,10,221520,96,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-04-04
FLOWER,2023-04-04,09:55:43,False,['JISOO'],ME,2023-03-31,day,2,11,173134,78,False,./images/flower_jisoo.jpg,2023-04-04
Calm Down (with Selena Gomez),2023-04-04,09:55:43,True,"['Rema', 'Selena Gomez']",Calm Down (with Selena Gomez),2022-08-25,day,1,12,239317,95,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-04-04
Like Crazy,2023-04-04,09:55:43,False,['Jimin'],FACE,2023-03-24,day,6,13,212241,88,False,./images/like_crazy_jimin.jpg,2023-04-04
Yandel 150,2023-04-04,09:55:43,True,"['Yandel', 'Feid']",Resistencia,2023-01-13,day,17,14,216148,89,True,./images/yandel_150_yandel.jpg,2023-04-04
"Shakira: Bzrp Music Sessions, Vol. 53",2023-04-04,09:55:43,True,"['Bizarrap', 'Shakira']","Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,day,1,15,214945,97,False,./images/shakira_bzrp_music_sessions_vol_53_bizarrap.jpg,2023-04-04
Anti-Hero,2023-04-04,09:55:43,False,['Taylor Swift'],Midnights,2022-10-21,day,13,16,200690,94,False,./images/antihero_taylor_swift.jpg,2023-04-04
Die For You,2023-04-04,09:55:43,False,['The Weeknd'],Starboy,2016-11-24,day,18,17,260253,90,False,./images/die_for_you_the_weeknd.jpg,2023-04-04
Unholy (feat. Kim Petras),2023-04-04,09:55:43,True,"['Sam Smith', 'Kim Petras']",Gloria,2023-01-27,day,13,18,156943,86,False,./images/unholy_feat_kim_petras_sam_smith.jpg,2023-04-04
PRC,2023-04-04,09:55:43,True,"['Peso Pluma', 'Natanael Cano']",PRC,2023-01-23,day,1,19,184066,93,True,./images/prc_peso_pluma.jpg,2023-04-04
I'm Good (Blue),2023-04-04,09:55:43,True,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,day,2,20,175238,94,True,./images/im_good_blue_david_guetta.jpg,2023-04-04
Last Night,2023-04-04,09:55:43,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,21,163854,87,True,./images/last_night_morgan_wallen.jpg,2023-04-04
AMG,2023-04-04,09:55:43,True,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']",AMG,2022-11-24,day,1,22,174942,92,True,./images/amg_natanael_cano.jpg,2023-04-04
Here With Me,2023-04-04,09:55:43,False,['d4vd'],Here With Me,2022-09-22,day,1,23,242484,94,False,./images/here_with_me_d4vd.jpg,2023-04-04
La Bachata,2023-04-04,09:55:43,False,['Manuel Turizo'],2000,2023-03-17,day,15,24,162637,81,False,./images/la_bachata_manuel_turizo.jpg,2023-04-04
Cupid - Twin Ver.,2023-04-04,09:55:43,False,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,day,3,25,174253,48,False,./images/cupid_twin_ver_fifty_fifty.jpg,2023-04-04
Coco Chanel,2023-04-04,09:55:43,True,"['Eladio Carrion', 'Bad Bunny']",3MEN2 KBRN,2023-03-17,day,18,26,208125,90,True,./images/coco_chanel_eladio_carrion.jpg,2023-04-04
Until I Found You (with Em Beihold) - Em Beihold Version,2023-04-04,09:55:43,True,"['Stephen Sanchez', 'Em Beihold']",Until I Found You (Em Beihold Version),2022-04-22,day,1,27,176440,93,False,./images/until_i_found_you_with_em_beihold_em_beihold_version_stephen_sanchez.jpg,2023-04-04
Hey Mor,2023-04-04,09:55:43,True,"['Ozuna', 'Feid']",OzuTochi,2022-10-07,day,18,28,196600,91,False,./images/hey_mor_ozuna.jpg,2023-04-04
Like Crazy (English Version),2023-04-04,09:55:43,False,['Jimin'],FACE,2023-03-24,day,6,29,212253,87,False,./images/like_crazy_english_version_jimin.jpg,2023-04-04
I Wanna Be Yours,2023-04-04,09:55:43,False,['Arctic Monkeys'],AM,2013-09-09,day,12,30,183956,92,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-04-04
Another Love,2023-04-04,09:55:43,False,['Tom Odell'],Long Way Down,2013-06-17,day,10,31,244360,62,True,./images/another_love_tom_odell.jpg,2023-04-04
Starboy,2023-04-04,09:55:43,True,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,day,18,32,230453,92,True,./images/starboy_the_weeknd.jpg,2023-04-04
golden hour,2023-04-04,09:55:43,False,['JVKE'],this is what ____ feels like (Vol. 1-4),2022-09-23,day,12,33,209259,90,False,./images/golden_hour_jvke.jpg,2023-04-04
Escapism.,2023-04-04,09:55:43,True,"['RAYE', '070 Shake']",My 21st Century Blues,2023-02-03,day,15,34,272373,81,True,./images/escapism_raye.jpg,2023-04-04
OMG,2023-04-04,09:55:43,False,['NewJeans'],NewJeans 'OMG',2023-01-02,day,2,35,212253,93,False,./images/omg_newjeans.jpg,2023-04-04
I Ain't Worried,2023-04-04,09:55:43,False,['OneRepublic'],OneRepublic (Japan Paradise Tour Edition),2023-02-15,day,18,36,148120,52,False,./images/i_aint_worried_onerepublic.jpg,2023-04-04
El Azul,2023-04-04,09:55:43,True,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,day,1,37,187225,89,True,./images/el_azul_junior_h.jpg,2023-04-04
"Quevedo: Bzrp Music Sessions, Vol. 52",2023-04-04,09:55:43,True,"['Bizarrap', 'Quevedo']","Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,day,1,38,198937,93,False,./images/quevedo_bzrp_music_sessions_vol_52_bizarrap.jpg,2023-04-04
Mockingbird,2023-04-04,09:55:43,False,['Eminem'],Encore (Deluxe Version),2004-11-12,day,23,39,250760,91,True,./images/mockingbird_eminem.jpg,2023-04-04
Players,2023-04-04,09:55:43,False,['Coi Leray'],Players,2022-11-30,day,1,40,139560,92,True,./images/players_coi_leray.jpg,2023-04-04
Set Me Free Pt.2,2023-04-04,09:55:43,False,['Jimin'],Set Me Free Pt.2,2023-03-17,day,1,41,200929,89,True,./images/set_me_free_pt2_jimin.jpg,2023-04-04
ceilings,2023-04-04,09:55:43,False,['Lizzy McAlpine'],five seconds flat,2022-04-08,day,14,42,182887,91,False,./images/ceilings_lizzy_mcalpine.jpg,2023-04-04
Rara Vez,2023-04-04,09:55:43,True,"['Taiu', 'Milo j']",Rara Vez,2023-02-08,day,1,43,128677,90,False,./images/rara_vez_taiu.jpg,2023-04-04
Feliz Cumpleaños Ferxxo,2023-04-04,09:55:43,False,['Feid'],FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2022-09-14,day,15,44,155960,89,False,./images/feliz_cumpleaos_ferxxo_feid.jpg,2023-04-04
La Jumpa,2023-04-04,09:55:43,True,"['Arcángel', 'Bad Bunny']",Sr. Santos,2022-12-01,day,18,45,255693,87,True,./images/la_jumpa_arcngel.jpg,2023-04-04
"Arcángel: Bzrp Music Sessions, Vol. 54",2023-04-04,09:55:43,True,"['Bizarrap', 'Arcángel']","Arcángel: Bzrp Music Sessions, Vol. 54",2023-03-22,day,1,46,223019,87,False,./images/arcngel_bzrp_music_sessions_vol_54_bizarrap.jpg,2023-04-04
Snooze,2023-04-04,09:55:43,False,['SZA'],SOS,2022-12-09,day,23,47,201800,91,True,./images/snooze_sza.jpg,2023-04-04
All Of The Girls You Loved Before,2023-04-04,09:55:43,False,['Taylor Swift'],All Of The Girls You Loved Before,2019-08-23,day,1,48,221407,90,False,./images/all_of_the_girls_you_loved_before_taylor_swift.jpg,2023-04-04
Bones,2023-04-04,09:55:43,False,['Imagine Dragons'],Mercury - Acts 1 & 2,2022-07-01,day,32,49,165264,86,False,./images/bones_imagine_dragons.jpg,2023-04-04
Eyes Closed,2023-04-04,09:55:43,False,['Ed Sheeran'],Eyes Closed (Piano Version),2023-03-23,day,2,50,194848,67,False,./images/eyes_closed_ed_sheeran.jpg,2023-04-04
Flowers,2023-04-05,09:37:18,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,1,200600,89,False,./images/flowers_miley_cyrus.jpg,2023-04-05
Kill Bill,2023-04-05,09:37:18,False,['SZA'],SOS,2022-12-08,day,23,2,153946,95,False,./images/kill_bill_sza.jpg,2023-04-05
Ella Baila Sola,2023-04-05,09:37:18,True,"['Eslabon Armado', 'Peso Pluma']",Ella Baila Sola,2023-03-16,day,1,3,165671,93,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-04-05
TQG,2023-04-05,09:37:18,True,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,day,17,4,197933,97,True,./images/tqg_karol_g.jpg,2023-04-05
BESO,2023-04-05,09:37:18,True,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,day,3,5,194543,91,False,./images/beso_rosala.jpg,2023-04-05
Boy's a liar Pt. 2,2023-04-05,09:37:18,True,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2023-02-03,day,2,6,131013,97,False,./images/boys_a_liar_pt_2_pinkpantheress.jpg,2023-04-05
As It Was,2023-04-05,09:37:18,False,['Harry Styles'],Harry's House,2022-05-20,day,13,7,167303,92,False,./images/as_it_was_harry_styles.jpg,2023-04-05
Die For You (with Ariana Grande) - Remix,2023-04-05,09:37:18,True,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,day,21,8,232857,83,False,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,2023-04-05
La Bebe - Remix,2023-04-05,09:37:18,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,9,234352,90,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-04-05
Creepin' (with The Weeknd & 21 Savage),2023-04-05,09:37:18,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,10,221520,96,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-04-05
Like Crazy,2023-04-05,09:37:18,False,['Jimin'],FACE,2023-03-24,day,6,11,212241,89,False,./images/like_crazy_jimin.jpg,2023-04-05
Calm Down (with Selena Gomez),2023-04-05,09:37:18,True,"['Rema', 'Selena Gomez']",Calm Down (with Selena Gomez),2022-08-25,day,1,12,239317,95,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-04-05
Yandel 150,2023-04-05,09:37:18,True,"['Yandel', 'Feid']",Resistencia,2023-01-13,day,17,13,216148,89,True,./images/yandel_150_yandel.jpg,2023-04-05
FLOWER,2023-04-05,09:37:18,False,['JISOO'],ME,2023-03-31,day,2,14,173134,80,False,./images/flower_jisoo.jpg,2023-04-05
"Shakira: Bzrp Music Sessions, Vol. 53",2023-04-05,09:37:18,True,"['Bizarrap', 'Shakira']","Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,day,1,15,214945,97,False,./images/shakira_bzrp_music_sessions_vol_53_bizarrap.jpg,2023-04-05
Anti-Hero,2023-04-05,09:37:18,False,['Taylor Swift'],Midnights,2022-10-21,day,13,16,200690,94,False,./images/antihero_taylor_swift.jpg,2023-04-05
Unholy (feat. Kim Petras),2023-04-05,09:37:18,True,"['Sam Smith', 'Kim Petras']",Gloria,2023-01-27,day,13,17,156943,86,False,./images/unholy_feat_kim_petras_sam_smith.jpg,2023-04-05
Die For You,2023-04-05,09:37:18,False,['The Weeknd'],Starboy,2016-11-24,day,18,18,260253,90,False,./images/die_for_you_the_weeknd.jpg,2023-04-05
I'm Good (Blue),2023-04-05,09:37:18,True,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,day,2,19,175238,95,True,./images/im_good_blue_david_guetta.jpg,2023-04-05
